season,MATCH_ID,TEAM,HOME TEAM,BELONGS TO,BATTING,RUN,BALL FACE,FOURS,SIXES,STRIKE RATE,OUT/ NOT_OUT,SEASON
9606,597998,KKR v DC,GT,DC,Naman Ojha,9,9,1,0,100,c Lee b Bhatia,2013
9607,597998,KKR v DC,GT,DC,Johan Botha,7,6,1,0,116.66,lbw b Bhatia,2013
9608,597998,KKR v DC,GT,DC,Irfan Pathan,4,7,0,0,57.14,c Tiwary b Narine,2013
9609,597998,KKR v DC,GT,DC,Andre Russell,4,8,0,0,50,c &amp; b Narine,2013
9610,597998,KKR v DC,GT,DC,Shahbaz Nadeem,4,8,0,0,50,run out (&dagger;Bisla/Narine),2013
9611,597998,KKR v DC,GT,DC,Ashish Nehra,0,1,0,0,0,c Shukla b Narine,2013
9612,597998,KKR v DC,GT,DC,Umesh Yadav,0,0,0,0,-,not out,2013
9613,597998,KKR v DC,GT,KKR,Manvinder  Bisla,4,9,1,0,44.44,c Chand b Nehra,2013
9614,597998,KKR v DC,GT,KKR,Gautam Gambhir,41,29,5,1,141.37,lbw b Botha,2013
9615,597998,KKR v DC,GT,KKR,Jacques Kallis,23,20,5,0,115,c Chand b Nadeem,2013
9616,597998,KKR v DC,GT,KKR,Manoj Tiwary,23,23,2,0,100,c &dagger;Ojha b Nadeem,2013
9617,597998,KKR v DC,GT,KKR,Eoin Morgan,14,15,1,0,93.33,not out,2013
9618,597998,KKR v DC,GT,KKR,Yusuf Pathan,18,16,0,1,112.5,not out,2013
9619,597999,RCB v MI,GT,RCB,Chris Gayle,92,58,11,5,158.62,not out,2013
9620,597999,RCB v MI,GT,RCB,Tillakaratne Dilshan,0,8,0,0,0, b Johnson,2013
9621,597999,RCB v MI,GT,RCB,Virat Kohli,24,14,4,1,171.42,lbw b Bumrah,2013
9622,597999,RCB v MI,GT,RCB,Mayank Agarwal,1,5,0,0,20,c Tendulkar b Bumrah,2013
9623,597999,RCB v MI,GT,RCB,Daniel Christian,4,13,0,0,30.76,c Johnson b Harbhajan Singh,2013
9624,597999,RCB v MI,GT,RCB,Karun Nair,0,3,0,0,0,lbw b Bumrah,2013
9625,597999,RCB v MI,GT,RCB,Arun Karthik,19,19,3,0,100,not out,2013
9626,597999,RCB v MI,GT,MI,Ricky Ponting,28,33,1,1,84.84,st &dagger;Arun Karthik b Kartik,2013
9627,597999,RCB v MI,GT,MI,Sachin Tendulkar,23,19,4,0,121.05,run out (Unadkat/&dagger;Arun Karthik),2013
9628,597999,RCB v MI,GT,MI,Dinesh Karthik,60,37,3,4,162.16,c Agarwal b Vinay Kumar,2013
9629,597999,RCB v MI,GT,MI,Rohit Sharma,11,11,1,0,100, b Vinay Kumar,2013
9630,597999,RCB v MI,GT,MI,Ambati Rayudu,18,18,1,0,100, b Vinay Kumar,2013
9631,597999,RCB v MI,GT,MI,Kieron Pollard,5,2,1,0,250,not out,2013
9632,597999,RCB v MI,GT,MI,Harbhajan Singh,1,1,0,0,100,not out,2013
9633,598000,SRH v PWI,GT,SRH,Akshath Reddy,27,30,2,0,90, b Yuvraj Singh,2013
9634,598000,SRH v PWI,GT,SRH,Parthiv Patel,19,18,3,0,105.55, b Dinda,2013
9635,598000,SRH v PWI,GT,SRH,Kumar Sangakkara,15,16,2,0,93.75, b Sharma,2013
9636,598000,SRH v PWI,GT,SRH,Cameron White,10,18,0,0,55.55,c Marsh b Samuels,2013
9637,598000,SRH v PWI,GT,SRH,Thisara Perera,30,18,3,1,166.66,c Pandey b Dinda,2013
9638,598000,SRH v PWI,GT,SRH,Hanuma Vihari,11,12,1,0,91.66,c Dinda b Kumar,2013
9639,598000,SRH v PWI,GT,SRH,Ashish Reddy,7,4,1,0,175,not out,2013
9640,598000,SRH v PWI,GT,SRH,Dwaraka Ravi Teja,4,4,0,0,100,not out,2013
9641,598000,SRH v PWI,GT,PWI,Robin Uthappa,24,22,2,1,109.09,c &dagger;Patel b Perera,2013
9642,598000,SRH v PWI,GT,PWI,Manish Pandey,15,29,0,0,51.72,c White b Mishra,2013
9643,598000,SRH v PWI,GT,PWI,Marlon Samuels,5,9,1,0,55.55,c White b Perera,2013
9644,598000,SRH v PWI,GT,PWI,Yuvraj Singh,2,5,0,0,40,st &dagger;Patel b Mishra,2013
9645,598000,SRH v PWI,GT,PWI,Ross Taylor,19,19,0,0,100, b Ashish Reddy,2013
9646,598000,SRH v PWI,GT,PWI,Abhishek Nayar,19,14,2,0,135.71,c Sharma b Mishra,2013
9647,598000,SRH v PWI,GT,PWI,Angelo Mathews,8,6,1,0,133.33,not out,2013
9648,598000,SRH v PWI,GT,PWI,Mitchell Marsh,7,3,0,1,233.33,run out (Perera),2013
9649,598000,SRH v PWI,GT,PWI,Bhuvneshwar Kumar,3,3,0,0,100, b Steyn,2013
9650,598000,SRH v PWI,GT,PWI,Rahul Sharma,0,1,0,0,0, b Steyn,2013
9651,598000,SRH v PWI,GT,PWI,Ashok Dinda,0,2,0,0,0,c White b Steyn,2013
9652,598001,DC v RR,GT,RR,Kusal Perera,14,12,3,0,116.66,c Pathan b Yadav,2013
9653,598001,DC v RR,GT,RR,Ajinkya Rahane,28,24,3,0,116.66,c &amp; b Nadeem,2013
9654,598001,DC v RR,GT,RR,Rahul Dravid,65,51,6,2,127.45,c Jayawardene b Yadav,2013
9655,598001,DC v RR,GT,RR,Stuart Binny,40,20,2,3,200, b Yadav,2013
9656,598001,DC v RR,GT,RR,Brad Hodge,5,7,0,0,71.42,c Warner b Yadav,2013
9657,598001,DC v RR,GT,RR,Kevon Cooper,2,2,0,0,100,c Yadav b Nehra,2013
9658,598001,DC v RR,GT,RR,Ashok Menaria,1,2,0,0,50, b Nehra,2013
9659,598001,DC v RR,GT,RR,Sreesanth,0,0,0,0,-,not out,2013
9660,598001,DC v RR,GT,RR,Rahul Shukla,1,2,0,0,50,not out,2013
9661,598001,DC v RR,GT,DC,David Warner,77,56,9,1,137.5,run out (Hodge),2013
9662,598001,DC v RR,GT,DC,Unmukt Chand,23,19,2,1,121.05, b Sreesanth,2013
9663,598001,DC v RR,GT,DC,Mahela Jayawardene,19,16,1,0,118.75,c Rahane b Shukla,2013
9664,598001,DC v RR,GT,DC,Manprit Juneja,20,18,1,1,111.11,c Hodge b Cooper,2013
9665,598001,DC v RR,GT,DC,Andre Russell,7,6,0,0,116.66, b Cooper,2013
9666,598001,DC v RR,GT,DC,Johan Botha,2,3,0,0,66.66,lbw b Cooper,2013
9667,598001,DC v RR,GT,DC,Irfan Pathan,1,1,0,0,100,not out,2013
9668,598001,DC v RR,GT,DC,Naman Ojha,0,1,0,0,0,not out,2013
9669,598002,CSK v MI,GT,MI,Ricky Ponting,6,10,0,0,60,c Ashwin b Rajpoot,2013
9670,598002,CSK v MI,GT,MI,Sachin Tendulkar,0,1,0,0,0,lbw b Nannes,2013
9671,598002,CSK v MI,GT,MI,Dinesh Karthik,37,25,4,1,148,lbw b Bravo,2013
9672,598002,CSK v MI,GT,MI,Rohit Sharma,8,10,1,0,80,c &dagger;Dhoni b Bravo,2013
9673,598002,CSK v MI,GT,MI,Ambati Rayudu,7,10,0,0,70,c Nannes b Laughlin,2013
9674,598002,CSK v MI,GT,MI,Kieron Pollard,57,38,4,5,150,not out,2013
9675,598002,CSK v MI,GT,MI,Dwayne Smith,3,5,0,0,60,c Bravo b Ashwin,2013
9676,598002,CSK v MI,GT,MI,Harbhajan Singh,21,21,1,1,100,not out,2013
9677,598002,CSK v MI,GT,CSK,Michael Hussey,20,23,3,0,86.95, b Harbhajan Singh,2013
9678,598002,CSK v MI,GT,CSK,Murali Vijay,5,8,0,0,62.5, b Patel,2013
9679,598002,CSK v MI,GT,CSK,Suresh Raina,10,7,1,0,142.85,c Ponting b Johnson,2013
9680,598002,CSK v MI,GT,CSK,Dwayne Bravo,10,17,0,0,58.82,c &dagger;Karthik b Ojha,2013
9681,598002,CSK v MI,GT,CSK,S Badrinath,16,16,1,0,100,lbw b Ojha,2013
9682,598002,CSK v MI,GT,CSK,MS Dhoni,51,26,5,3,196.15,c Pollard b Patel,2013
9683,598002,CSK v MI,GT,CSK,Ravindra Jadeja,16,11,1,1,145.45, b Patel,2013
9684,598002,CSK v MI,GT,CSK,Ravichandran Ashwin,2,5,0,0,40,c Pollard b Harbhajan Singh,2013
9685,598002,CSK v MI,GT,CSK,Ben Laughlin,0,1,0,0,0, b Pollard,2013
9686,598002,CSK v MI,GT,CSK,Ankit Rajpoot,2,6,0,0,33.33,not out,2013
9687,598002,CSK v MI,GT,CSK,Dirk Nannes,0,0,0,0,-,not out,2013
9688,598003,PWI v KXIP,GT,PWI,Robin Uthappa,19,23,2,0,82.6, b Chawla,2013
9689,598003,PWI v KXIP,GT,PWI,Manish Pandey,0,4,0,0,0, b Kumar,2013
9690,598003,PWI v KXIP,GT,PWI,Tirumalasetti Suman,6,14,1,0,42.85,c Kumar b Azhar Mahmood,2013
9691,598003,PWI v KXIP,GT,PWI,Marlon Samuels,3,9,0,0,33.33,run out (Mandeep Singh/&dagger;Gilchrist),2013
9692,598003,PWI v KXIP,GT,PWI,Ross Taylor,15,19,1,0,78.94,c Gurkeerat Singh b Kumar,2013
9693,598003,PWI v KXIP,GT,PWI,Angelo Mathews,4,4,1,0,100,c &dagger;Gilchrist b Awana,2013
9694,598003,PWI v KXIP,GT,PWI,Abhishek Nayar,25,26,3,0,96.15,not out,2013
9695,598003,PWI v KXIP,GT,PWI,Mitchell Marsh,15,8,1,1,187.5, b Harris,2013
9696,598003,PWI v KXIP,GT,PWI,Bhuvneshwar Kumar,8,12,1,0,66.66, b Azhar Mahmood,2013
9697,598003,PWI v KXIP,GT,PWI,Rahul Sharma,1,1,0,0,100,run out (Chawla),2013
9698,598003,PWI v KXIP,GT,KXIP,Adam Gilchrist,15,10,2,1,150,c Samuels b Mathews,2013
9699,598003,PWI v KXIP,GT,KXIP,Mandeep Singh,31,26,4,0,119.23, b Sharma,2013
9700,598003,PWI v KXIP,GT,KXIP,Manan Vohra,43,28,7,0,153.57,not out,2013
9701,598003,PWI v KXIP,GT,KXIP,David Hussey,8,11,1,0,72.72,not out,2013
9702,598004,SRH v RCB,GT,RCB,Chris Gayle,1,2,0,0,50,c &dagger;Patel b Vihari,2013
9703,598004,SRH v RCB,GT,RCB,Tillakaratne Dilshan,5,9,0,0,55.55, b Sharma,2013
9704,598004,SRH v RCB,GT,RCB,Virat Kohli,46,44,5,1,104.54,c &amp; b Ashish Reddy,2013
9705,598004,SRH v RCB,GT,RCB,Karun Nair,9,9,0,0,100,lbw b Mishra,2013
9706,598004,SRH v RCB,GT,RCB,Moises Henriques,44,40,5,0,110,c White b Sharma,2013
9707,598004,SRH v RCB,GT,RCB,Mayank Agarwal,7,8,0,0,87.5,c Ankit Sharma b Steyn,2013
9708,598004,SRH v RCB,GT,RCB,Arun Karthik,0,1,0,0,0,c Ashish Reddy b Perera,2013
9709,598004,SRH v RCB,GT,RCB,Vinay Kumar,7,4,1,0,175,c Sangakkara b Sharma,2013
9710,598004,SRH v RCB,GT,RCB,Murali Kartik,2,2,0,0,100,not out,2013
9711,598004,SRH v RCB,GT,RCB,Jaydev Unadkat,1,1,0,0,100,not out,2013
9712,598004,SRH v RCB,GT,SRH,Akshath Reddy,23,21,2,0,109.52, b Muralitharan,2013
9713,598004,SRH v RCB,GT,SRH,Parthiv Patel,2,4,0,0,50,c &dagger;Arun Karthik b Henriques,2013
9714,598004,SRH v RCB,GT,SRH,Cameron White,5,9,1,0,55.55,c Muralitharan b Henriques,2013
9715,598004,SRH v RCB,GT,SRH,Hanuma Vihari,44,46,2,0,95.65,not out,2013
9716,598004,SRH v RCB,GT,SRH,Kumar Sangakkara,16,17,1,0,94.11,c &dagger;Arun Karthik b Unadkat,2013
9717,598004,SRH v RCB,GT,SRH,Thisara Perera,7,8,1,0,87.5,c Henriques b Unadkat,2013
9718,598004,SRH v RCB,GT,SRH,Amit Mishra,0,0,0,0,-,run out (Vinay Kumar/&dagger;Arun Karthik),2013
9719,598004,SRH v RCB,GT,SRH,Ashish Reddy,14,12,1,0,116.66,c Kohli b Vinay Kumar,2013
9720,598004,SRH v RCB,GT,SRH,Dale Steyn,3,3,0,0,100,not out,2013
9721,598005,RR v KKR,GT,RR,Shane Watson,5,10,1,0,50,c Morgan b Lee,2013
9722,598005,RR v KKR,GT,RR,Ajinkya Rahane,36,34,3,1,105.88,c &dagger;Bisla b Narine,2013
9723,598005,RR v KKR,GT,RR,Rahul Dravid,17,20,2,0,85, b Bhatia,2013
9724,598005,RR v KKR,GT,RR,Stuart Binny,14,11,3,0,127.27,lbw b Shukla,2013
9725,598005,RR v KKR,GT,RR,Brad Hodge,46,31,7,0,148.38,not out,2013
9726,598005,RR v KKR,GT,RR,Kevon Cooper,0,2,0,0,0,st &dagger;Bisla b Narine,2013
9727,598005,RR v KKR,GT,RR,Dishant Yagnik,16,11,1,1,145.45,run out (Mohammed Shami/&dagger;Bisla),2013
9728,598005,RR v KKR,GT,RR,Sreesanth,1,2,0,0,50,not out,2013
9729,598005,RR v KKR,GT,KKR,Manvinder  Bisla,1,4,0,0,25, b Shukla,2013
9730,598005,RR v KKR,GT,KKR,Gautam Gambhir,22,22,1,1,100,c &dagger;Yagnik b Trivedi,2013
9731,598005,RR v KKR,GT,KKR,Jacques Kallis,0,1,0,0,0,c &dagger;Yagnik b Shukla,2013
9732,598005,RR v KKR,GT,KKR,Manoj Tiwary,14,13,1,0,107.69,lbw b Trivedi,2013
9733,598005,RR v KKR,GT,KKR,Eoin Morgan,51,38,3,3,134.21, b Cooper,2013
9734,598005,RR v KKR,GT,KKR,Yusuf Pathan,0,2,0,0,0,c &dagger;Yagnik b Cooper,2013
9735,598005,RR v KKR,GT,KKR,Laxmi Shukla,2,9,0,0,22.22,c Shukla b Trivedi,2013
9736,598005,RR v KKR,GT,KKR,Rajat Bhatia,12,7,2,0,171.42,c Binny b Tait,2013
9737,598005,RR v KKR,GT,KKR,Brett Lee,5,6,1,0,83.33,c Shukla b Sreesanth,2013
9738,598005,RR v KKR,GT,KKR,Mohammed Shami,5,10,0,0,50,c Rahane b Cooper,2013
9739,598005,RR v KKR,GT,KKR,Sunil Narine,2,2,0,0,100,not out,2013
9740,598048,RCB v SRH,GT,SRH,Akshath Reddy,12,11,2,0,109.09,c Vinay Kumar b Singh,2013
9741,598048,RCB v SRH,GT,SRH,Parthiv Patel,20,19,2,0,105.26, b Muralitharan,2013
9742,598048,RCB v SRH,GT,SRH,Kumar Sangakkara,23,24,2,0,95.83,c Kohli b Kartik,2013
9743,598048,RCB v SRH,GT,SRH,Cameron White,52,34,3,3,152.94,c de Villiers b Vinay Kumar,2013
9744,598048,RCB v SRH,GT,SRH,Thisara Perera,40,24,1,4,166.66, b Singh,2013
9745,598048,RCB v SRH,GT,SRH,Ashish Reddy,3,4,0,0,75, b Singh,2013
9746,598048,RCB v SRH,GT,SRH,Hanuma Vihari,4,3,0,0,133.33,not out,2013
9747,598048,RCB v SRH,GT,SRH,Biplab Samantray,2,2,0,0,100,not out,2013
9748,598048,RCB v SRH,GT,RCB,Mayank Agarwal,29,20,3,2,145,c Sangakkara b Perera,2013
9749,598048,RCB v SRH,GT,RCB,Chris Gayle,13,15,2,0,86.66,c &dagger;Patel b Sharma,2013
9750,598048,RCB v SRH,GT,RCB,Virat Kohli,93,47,11,4,197.87,not out,2013
9751,598048,RCB v SRH,GT,RCB,AB de Villiers,15,15,0,1,100,c Vihari b White,2013
9752,598048,RCB v SRH,GT,RCB,Moises Henriques,7,9,1,0,77.77,not out,2013
9753,598006,MI v DC,GT,MI,Ricky Ponting,0,6,0,0,0,c Jayawardene b Pathan,2013
9754,598006,MI v DC,GT,MI,Sachin Tendulkar,1,1,0,0,100,run out (Jayawardene),2013
9755,598006,MI v DC,GT,MI,Dinesh Karthik,86,48,14,2,179.16,c Mendis b Morkel,2013
9756,598006,MI v DC,GT,MI,Rohit Sharma,74,50,4,5,148,not out,2013
9757,598006,MI v DC,GT,MI,Kieron Pollard,13,7,1,1,185.71,c Nadeem b Nehra,2013
9758,598006,MI v DC,GT,MI,Ambati Rayudu,24,8,2,2,300,c &amp; b Nehra,2013
9759,598006,MI v DC,GT,MI,Harbhajan Singh,1,1,0,0,100,not out,2013
9760,598006,MI v DC,GT,DC,Unmukt Chand,0,1,0,0,0,c Ponting b Harbhajan Singh,2013
9761,598006,MI v DC,GT,DC,David Warner,61,37,5,4,164.86,c Rayudu b Johnson,2013
9762,598006,MI v DC,GT,DC,Mahela Jayawardene,3,6,0,0,50,c &dagger;Karthik b Johnson,2013
9763,598006,MI v DC,GT,DC,Manprit Juneja,49,40,6,0,122.5,run out (Dhawan),2013
9764,598006,MI v DC,GT,DC,Jeevan Mendis,0,1,0,0,0,c &amp; b Pollard,2013
9765,598006,MI v DC,GT,DC,Irfan Pathan,10,12,0,0,83.33,c Johnson b Ojha,2013
9766,598006,MI v DC,GT,DC,Kedar Jadhav,1,2,0,0,50,c &amp; b Malinga,2013
9767,598006,MI v DC,GT,DC,Shahbaz Nadeem,2,3,0,0,66.66,c Dhawan b Ojha,2013
9768,598006,MI v DC,GT,DC,Morne Morkel,23,9,3,0,255.55,not out,2013
9769,598006,MI v DC,GT,DC,Ashish Nehra,1,5,0,0,20,c Ojha b Pollard,2013
9770,598006,MI v DC,GT,DC,Umesh Yadav,5,4,1,0,125,not out,2013
9771,598007,KXIP v CSK,GT,KXIP,Mandeep Singh,9,10,1,0,90,c Bravo b Nannes,2013
9772,598007,KXIP v CSK,GT,KXIP,Adam Gilchrist,9,6,2,0,150,c Hussey b Nannes,2013
9773,598007,KXIP v CSK,GT,KXIP,Manan Vohra,16,11,3,0,145.45,c Hussey b Jadeja,2013
9774,598007,KXIP v CSK,GT,KXIP,David Hussey,41,36,4,1,113.88,c Bravo b Ashwin,2013
9775,598007,KXIP v CSK,GT,KXIP,Gurkeerat Singh Mann,31,26,3,0,119.23,c Nannes b Bravo,2013
9776,598007,KXIP v CSK,GT,KXIP,Azhar Mahmood,8,7,0,0,114.28,c Ashwin b Morris,2013
9777,598007,KXIP v CSK,GT,KXIP,Rajagopal Sathish,8,6,1,0,133.33,c Morris b Bravo,2013
9778,598007,KXIP v CSK,GT,KXIP,Piyush Chawla,4,5,1,0,80,c Vijay b Bravo,2013
9779,598007,KXIP v CSK,GT,KXIP,Ryan Harris,0,2,0,0,0,c Bravo b Morris,2013
9780,598007,KXIP v CSK,GT,KXIP,Praveen Kumar,3,5,0,0,60,run out (&dagger;Dhoni),2013
9781,598007,KXIP v CSK,GT,KXIP,Parvinder Awana,1,5,0,0,20,not out,2013
9782,598007,KXIP v CSK,GT,CSK,Murali Vijay,50,50,3,1,100,not out,2013
9783,598007,KXIP v CSK,GT,CSK,Michael Hussey,86,54,11,2,159.25,not out,2013
9784,598008,RCB v KKR,GT,KKR,Manvinder  Bisla,1,5,0,0,20,c Rahul b Henriques,2013
9785,598008,RCB v KKR,GT,KKR,Gautam Gambhir,59,46,7,1,128.26,c &amp; b Vinay Kumar,2013
9786,598008,RCB v KKR,GT,KKR,Jacques Kallis,16,19,2,0,84.21,c Henriques b Vinay Kumar,2013
9787,598008,RCB v KKR,GT,KKR,Yusuf Pathan,27,17,3,1,158.82,c Vinay Kumar b Henriques,2013
9788,598008,RCB v KKR,GT,KKR,Manoj Tiwary,23,16,2,0,143.75,c de Villiers b Singh,2013
9789,598008,RCB v KKR,GT,KKR,Eoin Morgan,2,5,0,0,40,c sub (DT Christian) b Singh,2013
9790,598008,RCB v KKR,GT,KKR,Rajat Bhatia,13,7,2,0,185.71, b Singh,2013
9791,598008,RCB v KKR,GT,KKR,Ryan McLaren,2,3,0,0,66.66,run out (Singh),2013
9792,598008,RCB v KKR,GT,KKR,Pradeep Sangwan,4,2,1,0,200,not out,2013
9793,598008,RCB v KKR,GT,KKR,Sunil Narine,1,1,0,0,100,not out,2013
9794,598008,RCB v KKR,GT,RCB,Chris Gayle,85,50,4,9,170,not out,2013
9795,598008,RCB v KKR,GT,RCB,Mayank Agarwal,6,8,1,0,75,c &dagger;Bisla b McLaren,2013
9796,598008,RCB v KKR,GT,RCB,Virat Kohli,35,27,4,2,129.62,c Morgan b Balaji,2013
9797,598008,RCB v KKR,GT,RCB,AB de Villiers,22,22,2,1,100,not out,2013
9798,598009,PWI v RR,GT,RR,Kusal Perera,0,1,0,0,0,lbw b Kumar,2013
9799,598009,PWI v RR,GT,RR,Ajinkya Rahane,30,27,3,0,111.11,c Mathews b Sharma,2013
9800,598009,PWI v RR,GT,RR,Rahul Dravid,54,48,8,0,112.5,c Taylor b Yuvraj Singh,2013
9801,598009,PWI v RR,GT,RR,Stuart Binny,1,4,0,0,25,c Marsh b Yuvraj Singh,2013
9802,598009,PWI v RR,GT,RR,Brad Hodge,22,19,3,0,115.78,not out,2013
9803,598009,PWI v RR,GT,RR,Dishant Yagnik,12,8,2,0,150,c Suman b Sharma,2013
9804,598009,PWI v RR,GT,RR,James Faulkner,19,14,1,1,135.71,not out,2013
9805,598009,PWI v RR,GT,PWI,Robin Uthappa,32,16,3,2,200,c Dravid b Faulkner,2013
9806,598009,PWI v RR,GT,PWI,Aaron Finch,64,53,6,3,120.75, b Faulkner,2013
9807,598009,PWI v RR,GT,PWI,Ross Taylor,17,20,0,1,85,c Hodge b Harmeet Singh,2013
9808,598009,PWI v RR,GT,PWI,Yuvraj Singh,28,23,2,2,121.73,not out,2013
9809,598009,PWI v RR,GT,PWI,Angelo Mathews,1,1,0,0,100,not out,2013
9810,598010,DC v SRH,GT,DC,David Warner,0,4,0,0,0,c Anand Rajan b Steyn,2013
9811,598010,DC v SRH,GT,DC,Virender Sehwag,12,10,2,0,120,c White b Sharma,2013
9812,598010,DC v SRH,GT,DC,Mahela Jayawardene,12,14,1,1,85.71,c Steyn b Sharma,2013
9813,598010,DC v SRH,GT,DC,Manprit Juneja,15,22,0,0,68.18,c White b Mishra,2013
9814,598010,DC v SRH,GT,DC,Johan Botha,9,14,1,0,64.28,c Reddy b Anand Rajan,2013
9815,598010,DC v SRH,GT,DC,Irfan Pathan,23,30,1,0,76.66,c Vihari b Perera,2013
9816,598010,DC v SRH,GT,DC,Kedar Jadhav,30,20,1,2,150,not out,2013
9817,598010,DC v SRH,GT,DC,Morne Morkel,0,1,0,0,0,c Ashish Reddy b Perera,2013
9818,598010,DC v SRH,GT,DC,Shahbaz Nadeem,0,1,0,0,0, b Steyn,2013
9819,598010,DC v SRH,GT,DC,Umesh Yadav,6,5,1,0,120,not out,2013
9820,598010,DC v SRH,GT,SRH,Akshath Reddy,1,8,0,0,12.5,run out (Nadeem),2013
9821,598010,DC v SRH,GT,SRH,Parthiv Patel,19,19,4,0,100,c &amp; b Nadeem,2013
9822,598010,DC v SRH,GT,SRH,Kumar Sangakkara,28,28,4,0,100,c Sehwag b Botha,2013
9823,598010,DC v SRH,GT,SRH,Hanuma Vihari,17,23,0,1,73.91,c Botha b Morkel,2013
9824,598010,DC v SRH,GT,SRH,Cameron White,4,8,0,0,50,st &dagger;Jadhav b Nadeem,2013
9825,598010,DC v SRH,GT,SRH,Thisara Perera,2,3,0,0,66.66,c Botha b Pathan,2013
9826,598010,DC v SRH,GT,SRH,Ashish Reddy,16,9,2,0,177.77, b Morkel,2013
9827,598010,DC v SRH,GT,SRH,Amit Mishra,16,14,2,0,114.28,not out,2013
9828,598010,DC v SRH,GT,SRH,Dale Steyn,9,5,1,0,180,not out,2013
9829,598011,MI v PWI,GT,MI,Ricky Ponting,14,17,2,0,82.35,c Nayar b Yuvraj Singh,2013
9830,598011,MI v PWI,GT,MI,Sachin Tendulkar,44,29,7,1,151.72,c Marsh b Finch,2013
9831,598011,MI v PWI,GT,MI,Dinesh Karthik,41,29,4,1,141.37,lbw b Marsh,2013
9832,598011,MI v PWI,GT,MI,Rohit Sharma,62,32,3,5,193.75,not out,2013
9833,598011,MI v PWI,GT,MI,Kieron Pollard,19,14,1,1,135.71,not out,2013
9834,598011,MI v PWI,GT,PWI,Aaron Finch,0,1,0,0,0, b Johnson,2013
9835,598011,MI v PWI,GT,PWI,Robin Uthappa,7,9,1,0,77.77, b Johnson,2013
9836,598011,MI v PWI,GT,PWI,Ross Taylor,4,5,1,0,80,run out (Rayudu/Ojha),2013
9837,598011,MI v PWI,GT,PWI,Yuvraj Singh,24,16,1,2,150,c Dhawan b Pollard,2013
9838,598011,MI v PWI,GT,PWI,Tirumalasetti Suman,23,15,5,0,153.33,c Pollard b Harbhajan Singh,2013
9839,598011,MI v PWI,GT,PWI,Angelo Mathews,19,18,0,1,105.55,c Sharma b Ojha,2013
9840,598011,MI v PWI,GT,PWI,Mitchell Marsh,38,26,2,2,146.15,c Dhawan b Johnson,2013
9841,598011,MI v PWI,GT,PWI,Abhishek Nayar,6,7,0,0,85.71,c Pollard b Malinga,2013
9842,598011,MI v PWI,GT,PWI,Bhuvneshwar Kumar,6,11,0,0,54.54,not out,2013
9843,598011,MI v PWI,GT,PWI,Rahul Sharma,10,12,1,0,83.33,not out,2013
9844,598012,CSK v RCB,GT,RCB,Chris Gayle,4,10,1,0,40,c &dagger;Dhoni b Morris,2013
9845,598012,CSK v RCB,GT,RCB,Mayank Agarwal,24,21,2,1,114.28,st &dagger;Dhoni b Ashwin,2013
9846,598012,CSK v RCB,GT,RCB,Virat Kohli,58,47,2,2,123.4,c &dagger;Dhoni b Morris,2013
9847,598012,CSK v RCB,GT,RCB,AB de Villiers,64,32,8,1,200,c Bravo b Nannes,2013
9848,598012,CSK v RCB,GT,RCB,Daniel Christian,2,2,0,0,100,c Raina b Morris,2013
9849,598012,CSK v RCB,GT,RCB,Ravi Rampaul,0,4,0,0,0,c &dagger;Dhoni b Bravo,2013
9850,598012,CSK v RCB,GT,RCB,Arun Karthik,5,5,0,0,100,not out,2013
9851,598012,CSK v RCB,GT,CSK,Michael Hussey,6,16,0,0,37.5,c Agarwal b Vinay Kumar,2013
9852,598012,CSK v RCB,GT,CSK,Murali Vijay,2,5,0,0,40,c &dagger;Arun Karthik b Rampaul,2013
9853,598012,CSK v RCB,GT,CSK,Suresh Raina,30,22,5,0,136.36,c Kartik b Syed Mohammad,2013
9854,598012,CSK v RCB,GT,CSK,S Badrinath,34,29,4,0,117.24,c Agarwal b Syed Mohammad,2013
9855,598012,CSK v RCB,GT,CSK,MS Dhoni,33,23,1,2,143.47,c &dagger;Arun Karthik b Rampaul,2013
9856,598012,CSK v RCB,GT,CSK,Ravindra Jadeja,38,20,3,1,190,not out,2013
9857,598012,CSK v RCB,GT,CSK,Dwayne Bravo,8,3,0,1,266.66,lbw b Rampaul,2013
9858,598012,CSK v RCB,GT,CSK,Chris Morris,7,4,0,0,175,not out,2013
9859,598013,KKR v SRH,GT,KKR,Manvinder  Bisla,28,24,5,0,116.66,c Vihari b KV Sharma,2013
9860,598013,KKR v SRH,GT,KKR,Gautam Gambhir,53,45,6,1,117.77, b Ashish Reddy,2013
9861,598013,KKR v SRH,GT,KKR,Jacques Kallis,41,27,6,0,151.85,run out (Mishra/&dagger;Patel),2013
9862,598013,KKR v SRH,GT,KKR,Eoin Morgan,47,21,5,3,223.8,run out (Steyn),2013
9863,598013,KKR v SRH,GT,KKR,Yusuf Pathan,3,3,0,0,100,not out,2013
9864,598013,KKR v SRH,GT,SRH,Parthiv Patel,27,31,2,1,87.09, b Kallis,2013
9865,598013,KKR v SRH,GT,SRH,Cameron White,34,31,3,1,109.67,c Pathan b Kallis,2013
9866,598013,KKR v SRH,GT,SRH,Kumar Sangakkara,2,3,0,0,66.66,c Tiwary b Bhatia,2013
9867,598013,KKR v SRH,GT,SRH,Dwaraka Ravi Teja,10,13,0,0,76.92,c Tiwary b Narine,2013
